"count","genus","species","subspecies"
"1","Chryseobacterium","defluvii",""
"1","Mycolicibacterium","hodleri",""
"2","Taylorella","equigenitalis",""
"1","Mycolicibacterium","neoaurum",""
"2","Acinetobacter","beijerinckii",""
"1","Staphylococcus","cohnii","cohnii"
"1","Geobacillus","thermoglucosidasius",""
"2","Staphylococcus","schleiferi","coagulans"
"1","Yersinia","canariae",""
"1","Aeromonas","tecta",""
"1","Niveispirillum","irakense",""
"1","Leptospira","adleri",""
"2","Eremococcus","coleocola",""
"1","Bacteroides","stercoris",""
"1","Rathayibacter","tritici",""
"3","Pluralibacter","pyrinus",""
"1","Helicobacter","fennelliae",""
"4","Acidovorax","temperans",""
"1","Flexibacter","roseolus",""
"1","Thalassobaculum","salexigens",""
"1","Mycobacterium","intracellulare","intracellulare"
"1","Chlorobium","luteolum",""
"1","Paraglaciecola","psychrophila",""
"1","Maribius","pelagius",""
"1","Helcococcus","sueciensis",""
"1","Pseudooceanicola","nanhaiensis",""
"1","Cupriavidus","oxalaticus",""
"2","Capnocytophaga","granulosa",""
"1","Pseudobutyrivibrio","xylanivorans",""
"1","Lactobacillus","nagelli",""
"1","Nocardioides","albus",""
"1","Flavobacterium","defluvii",""
"1","Corynebacterium","freiburgense",""
"1","Lentzea","fradiae",""
"1","Ulvibacter","litoralis",""
"1","Gordonia","westfalica",""
"1","Mycobacterium","lacus",""
"1","Halomonas","halocynthiae",""
"1","Acinetobacter","harbinensis",""
"1","Nocardioides","jensenii",""
"1","Streptococcus","infantis",""
"2","Neisseria","elongata",""
"1","Kribbella","lupini",""
"2","Paracoccus","denitrificans",""
"1","Paenibacillus","jamilae",""
"1","Paenibacillus","sputi",""
"1","Gemella","cuniculi",""
"7","Caulobacter","vibrioides",""
"1","Streptomyces","mexicanus",""
"4","Listeria","ivanovii","londoniensis"
"1","Legionella","parisiensis",""
"1","Metamycoplasma","buccale",""
"1","Bisgaardia","hudsonensis",""
"2","Brevibacterium","linens",""
"1","Apilactobacillus","kunkeei",""
"1","Pseudospirillum","japonicum",""
"1","Nocardia","crassostreae",""
"1","Flavobacterium","daemonense",""
"4","Balneatrix","alpica",""
"2","Microbacterium","testaceum",""
"1","Flavobacterium","pectinovorum",""
"1","Pseudomonas","synxantha",""
"2","Corynebacterium","ammoniagenes",""
"1","Flavobacterium","piscis",""
"1","Microlunatus","ginsengisoli",""
"1","Azoarcus","buckelii",""
"1","Subtercola","boreus",""
"1","Aeromonas","bivalvium",""
"1","Psychromonas","arctica",""
"1","Polynucleobacter","cosmopolitanus",""
"1","Rhodococcus","marinonascens",""
"1","Actinomyces","denticolens",""
"9","Serratia","ureilytica",""
"2","Bartonella","henselae",""
"1","Mycolicibacterium","malmesburyense",""
"1","Leminorella","richardii",""
"2","Rathayibacter","rathayi",""
"2","Facklamia","languida",""
"1","Stenotrophomonas","pictorum",""
"1","Halomonas","koreensis",""
"1","Nonomuraea","recticatena",""
"2","Nocardia","elegans",""
"1","Furfurilactobacillus","siliginis",""
"1","Aeromonas","sanarelii",""
"2","Pseudomonas","savastanoi",""
"1","Exiguobacterium","artemiae",""
"1","Chryseobacterium","culicis",""
"1","Metabacillus","indicus",""
"1","Flavobacterium","swingsii",""
"1","Xylanimonas","cellulosilytica",""
"1","Flavisolibacter","ginsengisoli",""
"1","Tetragenococcus","koreensis",""
"4","Limosilactobacillus","mucosae",""
"1","Clostridium","spiroforme",""
"1","Mesorhizobium","thiogangeticum",""
"1","Companilactobacillus","crustorum",""
"1","Agromyces","humatus",""
"1","Brucella","gallinifaecis",""
"1","Metabacillus","herbersteinensis",""
"3","Lactobacillus","iners",""
"1","Actinomadura","atramentaria",""
"3","Acinetobacter","colistiniresistens",""
"1","Psychrobacter","frigidicola",""
"1","Mycobacterium","asiaticum",""
"1","Pasteurella","testudinis",""
"1","Chryseobacterium","hungaricum",""
"1","Anaerococcus","prevotii",""
"1","Brevibacterium","permense",""
"2","Alkalihalobacillus","clausii",""
"1","Carnobacterium","inhibens","inhibens"
"1","Bifidobacterium","cuniculi",""
"2","Mycobacterium","gordonae",""
"1","Gulosibacter","molinativorax",""
"7","Pasteurella","bettyae",""
"3","Vibrio","mimicus",""
"1","Pseudomonas","tolaasii",""
"1","Caballeronia","glebae",""
"1","Azotobacter","beijerinckii",""
"1","Limosilactobacillus","coleohominis",""
